,Model Name,Fold,Features,ap,auc,train_accuracy,train_recall,train_precision,train_f1,test_accuracy,test_recall,test_precision,test_f1
85,SVM,6,emb,0.5714805574131918,0.5678418803418803,0.733275412684622,0.6168674698795181,0.6336633663366337,0.6251526251526252,0.40229885057471265,0.20833333333333334,0.4166666666666667,0.2777777777777778
86,Logistic Regression,6,raw seq,0.8742708999427483,0.9471153846153847,1.0,1.0,1.0,1.0,0.8735632183908046,1.0,0.8135593220338984,0.897196261682243
87,Logistic Regression,6,emb,0.5423543303397124,0.4839743589743589,0.7819287576020851,0.8216867469879519,0.6583011583011583,0.7309753483386924,0.4482758620689655,0.375,0.5,0.42857142857142855
88,Decision Tree,6,raw seq,0.5517241379310345,0.46153846153846156,1.0,1.0,1.0,1.0,0.41379310344827586,0.0,0.0,0.0
89,Decision Tree,6,emb,0.5376734848400438,0.48210470085470086,0.8175499565595135,0.8048192771084337,0.7213822894168467,0.7608200455580865,0.4482758620689655,0.2916666666666667,0.5,0.3684210526315789
90,Random Forest,6,raw seq,0.9121644334386145,0.9401709401709402,0.996524761077324,1.0,0.9904534606205251,0.9952038369304557,0.8735632183908046,1.0,0.8135593220338984,0.897196261682243
91,Random Forest,6,emb,0.613022310358024,0.5090811965811965,0.7914856646394439,0.6987951807228916,0.7160493827160493,0.7073170731707318,0.4942528735632184,0.2916666666666667,0.5833333333333334,0.38888888888888895
92,Baseline,6,raw seq,0.5517241379310345,0.5,0.36055603822762816,1.0,0.36055603822762816,0.5300127713920818,0.5517241379310345,1.0,0.5517241379310345,0.7111111111111111
93,Baseline,6,emb,0.5517241379310345,0.5,0.36055603822762816,1.0,0.36055603822762816,0.5300127713920818,0.5517241379310345,1.0,0.5517241379310345,0.7111111111111111
94,LSTM,6,raw seq,0.6247397168721115,0.5641025641025641,0.9409209383145091,0.891566265060241,0.9414758269720102,0.9158415841584159,0.7931034482758621,1.0,0.7272727272727273,0.8421052631578948
95,LSTM,6,emb,0.47652178175027615,0.42414529914529914,0.6394439617723718,0.0,0.0,0.0,0.4482758620689655,0.0,0.0,0.0
96,CNN,6,raw seq,0.7425722043203247,0.7702991452991452,0.9391833188531712,0.9012048192771084,0.9280397022332506,0.9144254278728606,0.367816091954023,0.041666666666666664,0.18181818181818182,0.06779661016949153
97,CNN,6,emb,0.48166560265936864,0.43643162393162394,0.6394439617723718,0.0,0.0,0.0,0.4482758620689655,0.0,0.0,0.0
